,user,project_name,namespace,url
329,aws,aws-dynamodb-encryption-python,test/integration/integration_test_utils.py,https://github.com/aws/aws-dynamodb-encryption-python
1779,aws,aws-dynamodb-encryption-python,test/functional/encrypted/test_table.py,https://github.com/aws/aws-dynamodb-encryption-python
651,aws,aws-dynamodb-encryption-python,test/functional/hypothesis_strategies.py,https://github.com/aws/aws-dynamodb-encryption-python
578,aws,aws-dynamodb-encryption-python,test/functional/test_hypothesis_strategies.py,https://github.com/aws/aws-dynamodb-encryption-python
759,aws,aws-dynamodb-encryption-python,test/functional/internal/formatting/test_material_description.py,https://github.com/aws/aws-dynamodb-encryption-python
424,aws-cloudformation,cloudformation-cli-python-plugin,tests/lib/utils_test.py,https://github.com/aws-cloudformation/cloudformation-cli-python-plugin
1700,aws-cloudformation,cloudformation-cli-python-plugin,tests/lib/interface_test.py,https://github.com/aws-cloudformation/cloudformation-cli-python-plugin
861,aws-cloudformation,cloudformation-cli,src/rpdk/core/contract/resource_generator.py,https://github.com/aws-cloudformation/cloudformation-cli
951,aws-quickstart,quickstart-aws-industrial-machine-connectivity,functions/source/ggdeployer/tests/unit/test_app.py,https://github.com/aws-quickstart/quickstart-aws-industrial-machine-connectivity
29,aws-quickstart,quickstart-aws-industrial-machine-connectivity,functions/source/ggdeployer/tests/unit/test_utils.py,https://github.com/aws-quickstart/quickstart-aws-industrial-machine-connectivity
518,aws-quickstart,quickstart-aws-industrial-machine-connectivity,functions/source/ggdeployer/tests/unit/conftest.py,https://github.com/aws-quickstart/quickstart-aws-industrial-machine-connectivity
2172,aws-samples,amazon-sagemaker-cdk-examples,dask-fargate/.env/lib/python3.6/site-packages/tests/metadata/test_roundtrips.py,https://github.com/aws-samples/amazon-sagemaker-cdk-examples
423,aws-samples,amazon-sagemaker-cdk-examples,dask-fargate/.env/lib/python3.6/site-packages/tests/metadata/__init__.py,https://github.com/aws-samples/amazon-sagemaker-cdk-examples
1903,awslabs,predictive-maintenance-using-machine-learning,source/predictive_maintenance/pandas/util/_tester.py,https://github.com/awslabs/predictive-maintenance-using-machine-learning
770,awslabs,predictive-maintenance-using-machine-learning,source/predictive_maintenance/pandas/tests/tseries/offsets/test_offsets_properties.py,https://github.com/awslabs/predictive-maintenance-using-machine-learning
1909,awslabs,predictive-maintenance-using-machine-learning,source/predictive_maintenance/pandas/conftest.py,https://github.com/awslabs/predictive-maintenance-using-machine-learning
1716,awslabs,predictive-maintenance-using-machine-learning,source/predictive_maintenance/pandas/tests/tseries/offsets/test_ticks.py,https://github.com/awslabs/predictive-maintenance-using-machine-learning
658,backtrace-labs,umash,t/test_params_prepare.py,https://github.com/backtrace-labs/umash
1037,backtrace-labs,umash,t/test_modarith.py,https://github.com/backtrace-labs/umash
1121,backtrace-labs,umash,t/test_umash_medium.py,https://github.com/backtrace-labs/umash
743,backtrace-labs,umash,t/test_umash_short.py,https://github.com/backtrace-labs/umash
956,backtrace-labs,umash,t/test_params_derive.py,https://github.com/backtrace-labs/umash
2281,backtrace-labs,umash,t/test_umash_incremental.py,https://github.com/backtrace-labs/umash
70,backtrace-labs,umash,t/test_umash_long.py,https://github.com/backtrace-labs/umash
224,backtrace-labs,umash,t/test_bench_exact_test.py,https://github.com/backtrace-labs/umash
1560,backtrace-labs,umash,t/test_umash_fprint.py,https://github.com/backtrace-labs/umash
484,backtrace-labs,umash,t/test_oh.py,https://github.com/backtrace-labs/umash
37,backtrace-labs,umash,t/test_salsa20.py,https://github.com/backtrace-labs/umash
318,backtrace-labs,umash,t/test_umash_full.py,https://github.com/backtrace-labs/umash
1622,backtrace-labs,umash,t/test_finalize.py,https://github.com/backtrace-labs/umash
172,bankroll-py,bankroll,tests/test_analysis.py,https://github.com/bankroll-py/bankroll
757,bankroll-py,bankroll,tests/test_configuration.py,https://github.com/bankroll-py/bankroll
841,bankroll-py,bankroll,tests/helpers.py,https://github.com/bankroll-py/bankroll
222,bear,python-twitter,tests/test_unicode.py,https://github.com/bear/python-twitter
1762,bigchaindb,bigchaindb,tests/common/test_schema.py,https://github.com/bigchaindb/bigchaindb
721,bigchaindb,cryptoconditions,tests/test_condition.py,https://github.com/bigchaindb/cryptoconditions
2192,biocore-ntnu,pyranges,tests/hypothesis_helper.py,https://github.com/biocore-ntnu/pyranges
1616,biocore-ntnu,pyranges,tests/test_do_not_error.py,https://github.com/biocore-ntnu/pyranges
610,biocore-ntnu,pyranges,tests/test_genomicfeatures.py,https://github.com/biocore-ntnu/pyranges
2010,biocore-ntnu,pyranges,tests/test_binary.py,https://github.com/biocore-ntnu/pyranges
36,biocore-ntnu,pyranges,tests/test_unary.py,https://github.com/biocore-ntnu/pyranges
1093,birforce,vnpy_crypto,venv/lib/python3.6/site-packages/statsmodels/tsa/vector_ar/vecm.py,https://github.com/birforce/vnpy_crypto
882,birforce,vnpy_crypto,venv/lib/python3.6/site-packages/statsmodels/tsa/vector_ar/var_model.py,https://github.com/birforce/vnpy_crypto
269,bmabey,provenance,tests/provenance/test_hashing.py,https://github.com/bmabey/provenance
2204,bmabey,provenance,tests/provenance/strategies.py,https://github.com/bmabey/provenance
898,bmabey,provenance,tests/provenance/conftest.py,https://github.com/bmabey/provenance
2048,bmabey,provenance,tests/provenance/test_blobstores.py,https://github.com/bmabey/provenance
1346,box,ClusterRunner,test/unit/master/test_cluster_master.py,https://github.com/box/ClusterRunner
850,brandtbucher,hax,hax/_test.py,https://github.com/brandtbucher/hax
575,brentyi,jaxlie,tests/utils.py,https://github.com/brentyi/jaxlie
307,brentyi,jaxlie,tests/test_examples.py,https://github.com/brentyi/jaxlie
1494,brentyi,jaxlie,tests/test_operations.py,https://github.com/brentyi/jaxlie
1242,buguroo,pyknow,tests/unit/test_engine.py,https://github.com/buguroo/pyknow
1442,buguroo,pyknow,tests/unit/conftest.py,https://github.com/buguroo/pyknow
1475,calpaterson,quarchive,src/server/tests/test_bookmark.py,https://github.com/calpaterson/quarchive
1426,calpaterson,quarchive,src/server/tests/test_url.py,https://github.com/calpaterson/quarchive
95,capitalone,locopy,tests/test_s3.py,https://github.com/capitalone/locopy
17,capitalone,locopy,tests/test_snowflake.py,https://github.com/capitalone/locopy
1977,carlbordum,datatyping,tests/test_dict_struct.py,https://github.com/carlbordum/datatyping
1964,carlbordum,datatyping,tests/test_tuple_struct.py,https://github.com/carlbordum/datatyping
238,carlbordum,datatyping,tests/test_printer.py,https://github.com/carlbordum/datatyping
684,carlbordum,datatyping,tests/test_str.py,https://github.com/carlbordum/datatyping
1829,carlbordum,datatyping,tests/test_list_struct.py,https://github.com/carlbordum/datatyping
1490,carlbordum,datatyping,tests/test_customtype.py,https://github.com/carlbordum/datatyping
330,carlbordum,datatyping,tests/test_structure_check.py,https://github.com/carlbordum/datatyping
158,cart-savior,cart_savior,flask/fb/lib/python3.7/site-packages/pandas/tests/tseries/offsets/test_offsets_properties.py,https://github.com/cart-savior/cart_savior
959,cart-savior,cart_savior,flask/fb/lib/python3.7/site-packages/pandas/util/_tester.py,https://github.com/cart-savior/cart_savior
565,cart-savior,cart_savior,flask/fb/lib/python3.7/site-packages/pandas/conftest.py,https://github.com/cart-savior/cart_savior
564,cart-savior,cart_savior,flask/fb/lib/python3.7/site-packages/pandas/tests/io/parser/test_parse_dates.py,https://github.com/cart-savior/cart_savior
1688,cart-savior,cart_savior,flask/fb/lib/python3.7/site-packages/pandas/tests/tseries/offsets/test_ticks.py,https://github.com/cart-savior/cart_savior
696,castelao,CoTeDe,tests/qctests/test_qc_fuzzylogic.py,https://github.com/castelao/CoTeDe
292,castelao,CoTeDe,tests/qctests/compare.py,https://github.com/castelao/CoTeDe
777,castelao,CoTeDe,tests/fuzzy/test_fuzzy_uncertainty.py,https://github.com/castelao/CoTeDe
826,castelao,CoTeDe,tests/fuzzy/test_memberships.py,https://github.com/castelao/CoTeDe
2101,cdown,yturl,tests/_test_utils.py,https://github.com/cdown/yturl
1636,cdown,tzupdate,tests/_test_utils.py,https://github.com/cdown/tzupdate
1214,cdown,yturl,tests/test_unit.py,https://github.com/cdown/yturl
1278,cdown,tzupdate,tests/test_unit.py,https://github.com/cdown/tzupdate
624,cdown,srt,tests/test_srt.py,https://github.com/cdown/srt
755,cgarciae,pypeln,pypeln/thread/queue_thread_test.py,https://github.com/cgarciae/pypeln
1075,cgarciae,pypeln,pypeln/process/api/to_iterable_process_test.py,https://github.com/cgarciae/pypeln
1402,cgarciae,pypeln,pypeln/sync/api/flat_map_sync_test.py,https://github.com/cgarciae/pypeln
1469,cgarciae,pypeln,pypeln/process/api/flat_map_process_test.py,https://github.com/cgarciae/pypeln
1067,cgarciae,pypeln,pypeln/thread/api/concat_thread_test.py,https://github.com/cgarciae/pypeln
2049,cgarciae,pypeln,pypeln/task/api/map_task_test.py,https://github.com/cgarciae/pypeln
942,cgarciae,pypeln,pypeln/sync/api/ordered_sync_test.py,https://github.com/cgarciae/pypeln
1507,cgarciae,pypeln,pypeln/thread/api/to_iterable_thread_test.py,https://github.com/cgarciae/pypeln
1361,cgarciae,pypeln,conftest.py,https://github.com/cgarciae/pypeln
1262,cgarciae,pypeln,pypeln/thread/api/from_iterable_thread_test.py,https://github.com/cgarciae/pypeln
535,cgarciae,pypeln,pypeln/sync/api/to_iterable_sync_test.py,https://github.com/cgarciae/pypeln
1213,cgarciae,pypeln,pypeln/thread/api/each_thread_test.py,https://github.com/cgarciae/pypeln
869,cgarciae,pypeln,pypeln/thread/api/map_thread_test.py,https://github.com/cgarciae/pypeln
2076,cgarciae,pypeln,pypeln/task/queue_task_test.py,https://github.com/cgarciae/pypeln
1775,cgarciae,pypeln,pypeln/process/queue_process_test.py,https://github.com/cgarciae/pypeln
326,cgarciae,pypeln,pypeln/task/api/concat_task_test.py,https://github.com/cgarciae/pypeln
885,cgarciae,pypeln,pypeln/task/supervisor_task_test.py,https://github.com/cgarciae/pypeln
866,cgarciae,pypeln,pypeln/task/api/from_iterable_task_test.py,https://github.com/cgarciae/pypeln
1644,cgarciae,pypeln,pypeln/sync/api/filter_sync_test.py,https://github.com/cgarciae/pypeln
649,cgarciae,pypeln,pypeln/process/api/map_process_test.py,https://github.com/cgarciae/pypeln
409,cgarciae,pypeln,pypeln/process/api/ordered_process_test.py,https://github.com/cgarciae/pypeln
692,cgarciae,pypeln,pypeln/task/api/ordered_task_test.py,https://github.com/cgarciae/pypeln
1708,cgarciae,pypeln,pypeln/sync/api/map_sync_test.py,https://github.com/cgarciae/pypeln
1943,cgarciae,pypeln,pypeln/sync/api/each_sync_test.py,https://github.com/cgarciae/pypeln
477,cgarciae,pypeln,pypeln/task/api/each_task_test.py,https://github.com/cgarciae/pypeln
210,cgarciae,pypeln,pypeln/task/api/flat_map_task_test.py,https://github.com/cgarciae/pypeln
476,cgarciae,pypeln,pypeln/sync/api/from_iterable_sync_test.py,https://github.com/cgarciae/pypeln
472,cgarciae,pypeln,pypeln/thread/api/filter_thread_test.py,https://github.com/cgarciae/pypeln
1691,cgarciae,pypeln,tests/test_mixtures.py,https://github.com/cgarciae/pypeln
822,cgarciae,pypeln,pypeln/process/api/each_process_test.py,https://github.com/cgarciae/pypeln
941,cgarciae,pypeln,pypeln/task/worker_task_test.py,https://github.com/cgarciae/pypeln
2016,cgarciae,pypeln,pypeln/thread/supervisor_thread_test.py,https://github.com/cgarciae/pypeln
1162,cgarciae,pypeln,pypeln/thread/api/flat_map_thread_test.py,https://github.com/cgarciae/pypeln
257,cgarciae,pypeln,pypeln/process/api/filter_process_test.py,https://github.com/cgarciae/pypeln
622,cgarciae,pypeln,pypeln/task/api/filter_task_test.py,https://github.com/cgarciae/pypeln
2267,cgarciae,pypeln,pypeln/thread/api/ordered_thread_test.py,https://github.com/cgarciae/pypeln
1873,cgarciae,pypeln,pypeln/task/api/to_iterable_task_test.py,https://github.com/cgarciae/pypeln
1147,cgarciae,pypeln,pypeln/process/api/from_iterable_process_test.py,https://github.com/cgarciae/pypeln
386,cgarciae,pypeln,pypeln/process/api/concat_process_test.py,https://github.com/cgarciae/pypeln
391,cgarciae,pypeln,pypeln/thread/worker_thread_test.py,https://github.com/cgarciae/pypeln
1860,cgarciae,pypeln,pypeln/process/worker_process_test.py,https://github.com/cgarciae/pypeln
1856,cgarciae,pypeln,pypeln/process/supervisor_process_test.py,https://github.com/cgarciae/pypeln
1234,cgarciae,pypeln,pypeln/sync/api/concat_sync_test.py,https://github.com/cgarciae/pypeln
2265,chaostoolkit,chaostoolkit-lib,chaoslib/experiment.py,https://github.com/chaostoolkit/chaostoolkit-lib
1472,chaostoolkit,chaostoolkit-lib,chaoslib/run.py,https://github.com/chaostoolkit/chaostoolkit-lib
546,chaostoolkit,chaostoolkit-lib,tests/test_tolerance.py,https://github.com/chaostoolkit/chaostoolkit-lib
1186,chardet,chardet,test.py,https://github.com/chardet/chardet
1610,charmfinance,alpha-vaults-contracts,tests/test_invariants.py,https://github.com/charmfinance/alpha-vaults-contracts
1687,chyroc,WechatSogou,test/test_request_gen_search_gzh_url.py,https://github.com/chyroc/WechatSogou
2136,chyroc,WechatSogou,test/test_request_gen_search_article_url.py,https://github.com/chyroc/WechatSogou
2007,cloudera,hue,desktop/core/ext-py/pytest-4.6.11/testing/python/metafunc.py,https://github.com/cloudera/hue
1660,cmla-psu,statdp,tests/test_hypotest.py,https://github.com/cmla-psu/statdp
634,cmla-psu,statdp,statdp/__init__.py,https://github.com/cmla-psu/statdp
1782,codeforpdx,recordexpungPDX,src/backend/tests/test_util.py,https://github.com/codeforpdx/recordexpungPDX
2061,codeforpdx,recordexpungPDX,src/backend/expungeservice/generator.py,https://github.com/codeforpdx/recordexpungPDX
1392,codeforpdx,recordexpungPDX,src/backend/tests/serializer/test_serializer_generative.py,https://github.com/codeforpdx/recordexpungPDX
454,cogent3,cogent3,tests/test_app/test_result.py,https://github.com/cogent3/cogent3
1084,cogent3,cogent3,src/cogent3/app/evo.py,https://github.com/cogent3/cogent3
1652,cogent3,cogent3,tests/test_app/test_evo.py,https://github.com/cogent3/cogent3
1233,cognitedata,Expression,tests/test_pipe.py,https://github.com/cognitedata/Expression
1557,cognitedata,Expression,tests/test_option.py,https://github.com/cognitedata/Expression
2177,cognitedata,Expression,tests/test_result.py,https://github.com/cognitedata/Expression
1325,cognitedata,Expression,tests/test_mailbox.py,https://github.com/cognitedata/Expression
351,cognitedata,Expression,tests/test_asyncseq.py,https://github.com/cognitedata/Expression
705,cognitedata,Expression,tests/test_compose.py,https://github.com/cognitedata/Expression
734,cognitedata,Expression,tests/test_frozenlist.py,https://github.com/cognitedata/Expression
636,cognitedata,Expression,tests/test_seq.py,https://github.com/cognitedata/Expression
2055,cognitedata,Expression,tests/test_map.py,https://github.com/cognitedata/Expression
1738,cole,aiosmtplib,tests/test_email_utils.py,https://github.com/cole/aiosmtplib
862,cole,aiosmtplib,tests/test_response.py,https://github.com/cole/aiosmtplib
1828,cole,aiosmtplib,tests/test_errors.py,https://github.com/cole/aiosmtplib
382,cole,aiosmtplib,tests/conftest.py,https://github.com/cole/aiosmtplib
1358,collective,icalendar,src/icalendar/tests/hypothesis/test_fuzzing.py,https://github.com/collective/icalendar
1755,columbia,fairtest,src/fairtest/modules/metrics/regression.py,https://github.com/columbia/fairtest
2278,columbia,fairtest,src/fairtest/modules/metrics/binary_metrics.py,https://github.com/columbia/fairtest
517,columbia,fairtest,src/fairtest/modules/metrics/mutual_info.py,https://github.com/columbia/fairtest
798,columbia,fairtest,code_cell:5,https://github.com/columbia/fairtest
797,columbia,fairtest,code_cell:6,https://github.com/columbia/fairtest
2036,columbia,fairtest,src/fairtest/modules/metrics/correlation.py,https://github.com/columbia/fairtest
98,conversence,idealoom,assembl/models/__init__.py,https://github.com/conversence/idealoom
763,cornell-brg,lizard,lizard/model/test_model.py,https://github.com/cornell-brg/lizard
796,corrscope,corrscope,tests/test_renderer.py,https://github.com/corrscope/corrscope
1863,corrscope,corrscope,tests/test_channel.py,https://github.com/corrscope/corrscope
688,corrscope,corrscope,tests/test_layout.py,https://github.com/corrscope/corrscope
790,cupy,cupy,tests/cupy_tests/random_tests/test_sample.py,https://github.com/cupy/cupy
2210,cupy,cupy,tests/cupy_tests/random_tests/test_generator.py,https://github.com/cupy/cupy
133,curvefi,curve-pool-registry,tests/forked/test_exchange_amounts.py,https://github.com/curvefi/curve-pool-registry
2044,curvefi,curve-crypto-contract,tests/fuzz/exponential.py,https://github.com/curvefi/curve-crypto-contract
1801,curvefi,curve-contract,tests/pools/common/unitary/test_exchange_underlying.py,https://github.com/curvefi/curve-contract
433,curvefi,curve-crypto-contract,tests/test_simulate.py,https://github.com/curvefi/curve-crypto-contract
73,curvefi,curve-crypto-contract,tests/test_stateful.py,https://github.com/curvefi/curve-crypto-contract
2057,curvefi,curve-contract,tests/pools/common/integration/test_curve.py,https://github.com/curvefi/curve-contract
1266,curvefi,curve-crypto-contract,tests/test_deposit_withdraw.py,https://github.com/curvefi/curve-crypto-contract
516,curvefi,curve-crypto-contract,tests/fuzz/fuzz_multicoin_curve.py,https://github.com/curvefi/curve-crypto-contract
1887,curvefi,curve-crypto-contract,tests/test_stateful_ramp.py,https://github.com/curvefi/curve-crypto-contract
657,curvefi,curve-dao-contracts,tests/integration/Minter/test_components.py,https://github.com/curvefi/curve-dao-contracts
620,curvefi,curve-pool-registry,tests/forked/test_input_amount.py,https://github.com/curvefi/curve-pool-registry
617,curvefi,curve-contract,tests/pools/aave/integration/test_curve_aave.py,https://github.com/curvefi/curve-contract
988,curvefi,curve-pool-registry,tests/local/integration/test_calculator_dxdy.py,https://github.com/curvefi/curve-pool-registry
799,curvefi,curve-crypto-contract,tests/test_stateful_ramp_nocheck.py,https://github.com/curvefi/curve-crypto-contract
1939,curvefi,curve-crypto-contract,tests/test_stateful_multiprecision.py,https://github.com/curvefi/curve-crypto-contract
2171,curvefi,curve-dao-contracts,tests/integration/LiquidityGaugeReward/test_rewards_ratio.py,https://github.com/curvefi/curve-dao-contracts
2164,curvefi,curve-crypto-contract,tests/test_oracles.py,https://github.com/curvefi/curve-crypto-contract
815,curvefi,curve-crypto-contract,tests/test_math.py,https://github.com/curvefi/curve-crypto-contract
933,curvefi,curve-crypto-contract,tests/test_exchange.py,https://github.com/curvefi/curve-crypto-contract
1074,curvefi,curve-dao-contracts,tests/integration/FeeDistributor/test_checkpoint_ts.py,https://github.com/curvefi/curve-dao-contracts
523,curvefi,curve-contract,tests/pools/aave/integration/test_simulate_exchange_aave.py,https://github.com/curvefi/curve-contract
884,curvefi,curve-dao-contracts,tests/integration/LiquidityGaugeReward/test_borked_rewards.py,https://github.com/curvefi/curve-dao-contracts
2126,curvefi,curve-dao-contracts,tests/test_scalability.py,https://github.com/curvefi/curve-dao-contracts
682,curvefi,curve-contract,tests/zaps/meta/integration/test_remove_liquidity_imbalance_zap.py,https://github.com/curvefi/curve-contract
671,curvefi,curve-contract,tests/pools/common/integration/test_simulate_exchange.py,https://github.com/curvefi/curve-contract
1292,curvefi,curve-crypto-contract,tests/test_gas_realistic.py,https://github.com/curvefi/curve-crypto-contract
397,curvefi,curve-crypto-contract,tests/test_stateful_admin_fee.py,https://github.com/curvefi/curve-crypto-contract
2119,curvefi,curve-dao-contracts,tests/integration/GaugeController/test_vote_weight.py,https://github.com/curvefi/curve-dao-contracts
1176,daffidwilde,matching,tests/base/util.py,https://github.com/daffidwilde/matching
713,daffidwilde,matching,tests/stable_roommates/test_examples.py,https://github.com/daffidwilde/matching
1585,daffidwilde,matching,tests/stable_roommates/test_solver.py,https://github.com/daffidwilde/matching
1367,daffidwilde,matching,tests/hospital_resident/util.py,https://github.com/daffidwilde/matching
446,daffidwilde,matching,tests/hospital_resident/test_algorithm.py,https://github.com/daffidwilde/matching
262,daffidwilde,matching,tests/base/test_game.py,https://github.com/daffidwilde/matching
437,daffidwilde,matching,tests/student_allocation/params.py,https://github.com/daffidwilde/matching
365,daffidwilde,matching,tests/hospital_resident/test_solver.py,https://github.com/daffidwilde/matching
2256,daffidwilde,matching,tests/base/test_player.py,https://github.com/daffidwilde/matching
2159,daffidwilde,matching,tests/test_matchings.py,https://github.com/daffidwilde/matching
2189,daffidwilde,matching,tests/stable_roommates/test_algorithm.py,https://github.com/daffidwilde/matching
1339,daffidwilde,matching,tests/players/test_supervisor.py,https://github.com/daffidwilde/matching
1499,daffidwilde,matching,tests/base/test_matching.py,https://github.com/daffidwilde/matching
333,daffidwilde,matching,tests/stable_roommates/util.py,https://github.com/daffidwilde/matching
1476,daffidwilde,matching,tests/players/test_player.py,https://github.com/daffidwilde/matching
100,daffidwilde,matching,tests/stable_marriage/params.py,https://github.com/daffidwilde/matching
599,daffidwilde,matching,tests/players/test_hospital.py,https://github.com/daffidwilde/matching
1035,daffidwilde,matching,tests/test_algorithms_util.py,https://github.com/daffidwilde/matching
2085,daffidwilde,matching,tests/players/test_project.py,https://github.com/daffidwilde/matching
1286,data61,anonlink,tests/test_popcount.py,https://github.com/data61/anonlink
2026,data61,clkhash,tests/test_comparators.py,https://github.com/data61/clkhash
806,data61,anonlink,tests/test_stats.py,https://github.com/data61/anonlink
582,data61,anonlink,tests/test_similarity_dice.py,https://github.com/data61/anonlink
719,data61,anonlink,tests/test_solving.py,https://github.com/data61/anonlink
1306,databio,pypiper,tests/utils_tests/test_head_util.py,https://github.com/databio/pypiper
1473,datawire,mdk,unittests/test_discovery.py,https://github.com/datawire/mdk
1668,datawire,mdk,unittests/test_util.py,https://github.com/datawire/mdk
65,datawire,mdk,unittests/test_mdk.py,https://github.com/datawire/mdk
1248,datawire,mdk,unittests/test_protocol.py,https://github.com/datawire/mdk
1526,dateutil,dateutil,dateutil/test/property/test_isoparse_prop.py,https://github.com/dateutil/dateutil
444,dateutil,dateutil,dateutil/test/property/test_tz_prop.py,https://github.com/dateutil/dateutil
1215,dateutil,dateutil,dateutil/test/property/test_parser_prop.py,https://github.com/dateutil/dateutil
494,descarteslabs,descarteslabs-python,descarteslabs/common/workflows/arrow_serialization/tests/test_roundtrip.py,https://github.com/descarteslabs/descarteslabs-python
616,descarteslabs,descarteslabs-python,descarteslabs/workflows/cereal/tests/test_cereal.py,https://github.com/descarteslabs/descarteslabs-python
1730,dflook,python-minifier,hypo_test/module.py,https://github.com/dflook/python-minifier
1318,dflook,python-minifier,hypo_test/test.py,https://github.com/dflook/python-minifier
1597,dflook,python-minifier,hypo_test/expressions.py,https://github.com/dflook/python-minifier
1307,diofant,diofant,diofant/tests/ntheory/test_ntheory.py,https://github.com/diofant/diofant
1375,dit,dit,tests/multivariate/test_cohesion.py,https://github.com/dit/dit
612,dit,dit,tests/multivariate/secret_key_agreement/test_intrinsic_mutual_information.py,https://github.com/dit/dit
1818,dit,dit,code_cell:2,https://github.com/dit/dit
85,dit,dit,tests/divergences/test_hypercontractivity_coefficient.py,https://github.com/dit/dit
1175,dit,dit,tests/conftest.py,https://github.com/dit/dit
1333,dit,dit,tests/utils/test_testing.py,https://github.com/dit/dit
1553,dit,dit,tests/multivariate/common_informations/test_common_informations.py,https://github.com/dit/dit
637,dit,dit,tests/divergences/test_maximum_correlation.py,https://github.com/dit/dit
1967,dit,dit,tests/multivariate/secret_key_agreement/test_skars.py,https://github.com/dit/dit
1859,dit,dit,tests/test_inequalities.py,https://github.com/dit/dit
1961,dit,dit,dit/utils/testing.py,https://github.com/dit/dit
888,dit,dit,tests/inference/test_knn_estimators.py,https://github.com/dit/dit
2259,django,daphne,tests/test_http_request.py,https://github.com/django/daphne
1050,django,daphne,tests/test_websocket.py,https://github.com/django/daphne
195,django,daphne,tests/http_strategies.py,https://github.com/django/daphne
289,django,daphne,tests/test_http_response.py,https://github.com/django/daphne
1387,dpath-maintainers,dpath-python,tests/test_segments.py,https://github.com/dpath-maintainers/dpath-python
442,dpranke,pyjson5,tests/lib_test.py,https://github.com/dpranke/pyjson5
1161,drvinceknight,Nashpy,tests/unit/test_integer_pivoting.py,https://github.com/drvinceknight/Nashpy
2197,drvinceknight,Nashpy,tests/unit/test_stochastic_fictitious_play.py,https://github.com/drvinceknight/Nashpy
301,drvinceknight,Nashpy,tests/unit/test_polytope.py,https://github.com/drvinceknight/Nashpy
1748,drvinceknight,Nashpy,tests/unit/test_game.py,https://github.com/drvinceknight/Nashpy
72,drvinceknight,Nashpy,tests/unit/test_fictitious_play.py,https://github.com/drvinceknight/Nashpy
393,drvinceknight,Nashpy,tests/unit/test_replicator_dynamics.py,https://github.com/drvinceknight/Nashpy
491,dry-python,returns,tests/test_contrib/test_hypothesis/test_laws/test_custom_type_applicative.py,https://github.com/dry-python/returns
81,dry-python,returns,returns/contrib/hypothesis/laws.py,https://github.com/dry-python/returns
1525,dry-python,returns,tests/test_contrib/test_hypothesis/test_type_resolution.py,https://github.com/dry-python/returns
1348,dry-python,returns,tests/test_laws.py,https://github.com/dry-python/returns
466,dry-python,returns,returns/contrib/hypothesis/containers.py,https://github.com/dry-python/returns
926,dry-python,returns,tests/test_examples/test_your_container/test_pair4.py,https://github.com/dry-python/returns
1641,dry-python,returns,returns/contrib/hypothesis/_entrypoint.py,https://github.com/dry-python/returns
1440,dry-python,returns,tests/test_contrib/test_hypothesis/test_laws/test_wrong_custom_type_with_init.py,https://github.com/dry-python/returns
949,dry-python,returns,tests/test_contrib/test_hypothesis/test_laws/test_custom_type_with_init.py,https://github.com/dry-python/returns
2018,dstl,Stone-Soup,stonesoup/dataassociator/neighbour.py,https://github.com/dstl/Stone-Soup
1991,dstl,Stone-Soup,stonesoup/smoother/tests/test_kalman.py,https://github.com/dstl/Stone-Soup
545,dstl,Stone-Soup,stonesoup/gater/base.py,https://github.com/dstl/Stone-Soup
2102,dstl,Stone-Soup,docs/tutorials/01_KalmanFilterTutorial.py,https://github.com/dstl/Stone-Soup
1489,dstl,Stone-Soup,docs/tutorials/04_ParticleFilter.py,https://github.com/dstl/Stone-Soup
1491,dstl,Stone-Soup,stonesoup/updater/tests/test_alphabeta.py,https://github.com/dstl/Stone-Soup
1438,dstl,Stone-Soup,stonesoup/gater/tests/test_filtered.py,https://github.com/dstl/Stone-Soup
585,dstl,Stone-Soup,docs/tutorials/08_JPDATutorial.py,https://github.com/dstl/Stone-Soup
146,dstl,Stone-Soup,stonesoup/dataassociator/tests/conftest.py,https://github.com/dstl/Stone-Soup
873,dstl,Stone-Soup,docs/tutorials/03_UnscentedKalmanFilterTutorial.py,https://github.com/dstl/Stone-Soup
2039,dstl,Stone-Soup,stonesoup/deleter/tests/test_time.py,https://github.com/dstl/Stone-Soup
1391,dstl,Stone-Soup,stonesoup/types/tests/test_update.py,https://github.com/dstl/Stone-Soup
1066,dstl,Stone-Soup,docs/demos/Video_Processing.py,https://github.com/dstl/Stone-Soup
1444,dstl,Stone-Soup,stonesoup/deleter/tests/test_base.py,https://github.com/dstl/Stone-Soup
2121,dstl,Stone-Soup,stonesoup/metricgenerator/tests/test_tracktotruthmetrics.py,https://github.com/dstl/Stone-Soup
88,dstl,Stone-Soup,docs/tutorials/09_Initiators_&_Deleters.py,https://github.com/dstl/Stone-Soup
893,dstl,Stone-Soup,docs/examples/ParticleFlow.py,https://github.com/dstl/Stone-Soup
1057,dstl,Stone-Soup,stonesoup/types/tests/test_track.py,https://github.com/dstl/Stone-Soup
2032,dstl,Stone-Soup,stonesoup/gater/tests/test_distance.py,https://github.com/dstl/Stone-Soup
241,dstl,Stone-Soup,docs/examples/Sensor_Platform_Simulation.py,https://github.com/dstl/Stone-Soup
902,dstl,Stone-Soup,stonesoup/gater/distance.py,https://github.com/dstl/Stone-Soup
1230,dstl,Stone-Soup,stonesoup/initiator/simple.py,https://github.com/dstl/Stone-Soup
1852,dstl,Stone-Soup,stonesoup/hypothesiser/distance.py,https://github.com/dstl/Stone-Soup
